timestamp,heart_rate,steps,spo2,pm25,pm10,co2,temp,humidity,risk
2025-01-01 00:27:00,73.39,39,94.45,28.63,38.58,423.9,24.58,32.27,0
2025-01-01 00:28:00,67.31,49,98.92,75.41,78.83,413.68,26.19,51.55,1
2025-01-01 00:29:00,72.7,51,98.47,39.86,41.77,428.97,30.74,40.98,0
2025-01-01 00:30:00,82.45,46,96.19,85.71,93.43,419.96,23.84,61.27,1
2025-01-01 00:31:00,94.76,51,96.12,41.36,48.83,300.11,29.67,75.59,0
2025-01-01 00:32:00,62.56,44,93.48,69.49,70.25,512.25,28.44,34.31,0
2025-01-01 00:33:00,68.74,53,100.0,66.16,67.17,427.64,23.07,85.07,0
2025-01-01 00:34:00,66.96,47,97.08,71.36,78.13,370.95,30.24,77.52,0
2025-01-01 00:35:00,50.81,44,96.19,90.57,99.7,388.23,25.98,39.34,1
2025-01-01 00:36:00,65.76,53,96.5,41.05,53.41,399.22,28.46,57.36,0
2025-01-01 00:37:00,64.76,36,95.41,29.12,39.0,379.9,26.75,25.87,0
2025-01-01 00:38:00,86.24,47,97.03,33.56,37.08,376.51,26.84,51.85,0
2025-01-01 00:39:00,73.68,52,98.16,58.08,63.51,427.55,22.25,41.98,0
2025-01-01 00:40:00,58.77,44,97.38,81.02,86.73,313.11,26.76,78.83,1
2025-01-01 00:41:00,81.47,42,96.32,36.17,40.55,341.56,26.19,59.44,0
2025-01-01 00:42:00,71.44,49,97.06,82.76,84.44,330.68,24.38,34.2,1
2025-01-01 00:43:00,57.57,44,97.47,59.07,60.59,400.39,26.9,49.75,0
2025-01-01 00:44:00,69.03,56,96.46,63.11,68.46,392.64,23.67,85.14,0
2025-01-01 00:45:00,69.11,46,97.88,71.69,78.03,478.76,21.95,34.12,0
2025-01-01 00:46:00,66.26,48,97.62,92.39,108.8,482.0,26.03,68.6,1
2025-01-01 00:47:00,75.3,59,94.99,64.83,70.94,430.57,25.85,68.54,0
2025-01-01 00:48:00,52.52,42,95.32,57.72,65.38,346.56,29.02,49.79,0
2025-01-01 00:49:00,72.32,51,96.44,26.97,39.9,407.14,26.05,28.01,0
2025-01-01 00:50:00,85.13,63,97.02,79.86,84.43,317.21,28.93,73.05,1
2025-01-01 00:51:00,83.53,54,100.0,65.03,66.25,354.97,33.82,26.98,0
2025-01-01 00:52:00,86.08,50,96.92,46.07,47.62,368.4,24.71,52.48,0
2025-01-01 00:53:00,86.19,58,96.92,32.95,35.38,421.4,23.68,67.37,0
2025-01-01 00:54:00,89.88,42,96.61,68.06,71.23,478.35,32.11,86.19,0
2025-01-01 00:55:00,63.82,46,97.67,54.4,62.19,409.87,21.83,78.54,0
2025-01-01 00:56:00,83.46,40,96.59,60.68,74.35,349.63,27.42,38.06,0
2025-01-01 00:57:00,56.39,52,97.43,63.81,66.95,404.42,25.84,63.64,0
2025-01-01 00:58:00,68.97,44,95.86,85.01,85.45,430.63,24.38,32.18,1
2025-01-01 00:59:00,55.86,45,98.22,42.56,52.09,436.7,24.59,48.04,0
2025-01-01 01:00:00,85.48,43,98.78,70.69,73.96,410.22,35.07,65.24,0
2025-01-01 01:01:00,88.34,37,97.95,63.29,63.57,366.56,28.31,28.37,0
2025-01-01 01:02:00,73.03,53,97.02,41.6,45.56,434.79,28.05,52.86,0
2025-01-01 01:03:00,92.75,31,94.15,65.53,72.15,510.53,26.66,82.04,0
2025-01-01 01:04:00,68.25,42,98.51,61.59,67.69,354.42,25.45,42.45,0
2025-01-01 01:05:00,76.51,63,100.0,17.04,32.74,368.38,21.24,31.2,0
2025-01-01 01:06:00,76.53,47,97.14,75.63,89.66,357.35,27.15,62.03,1
2025-01-01 01:07:00,64.36,49,94.97,34.39,37.56,466.55,26.04,78.93,0
2025-01-01 01:08:00,79.38,49,95.29,66.79,67.46,398.97,27.09,46.58,0
2025-01-01 01:09:00,94.39,40,95.05,34.96,42.86,493.9,28.83,52.53,0
2025-01-01 01:10:00,64.75,47,97.08,48.08,55.46,375.45,28.1,42.32,0
2025-01-01 01:11:00,83.99,62,97.49,56.57,64.43,478.15,30.44,44.13,0
2025-01-01 01:12:00,73.45,59,96.94,56.34,58.49,433.33,26.07,78.39,0
2025-01-01 01:13:00,92.7,50,96.3,57.96,59.14,366.59,22.87,27.06,0
2025-01-01 01:14:00,79.84,58,96.51,79.67,95.32,397.72,26.1,35.23,1
2025-01-01 01:15:00,81.76,41,99.21,86.13,86.56,476.97,31.43,26.35,1
2025-01-01 01:16:00,81.43,60,97.84,95.34,99.26,401.0,24.37,84.08,1
2025-01-01 01:17:00,77.49,41,95.69,73.44,74.28,397.13,29.62,88.96,0
2025-01-01 01:18:00,61.04,63,96.02,56.19,62.96,382.13,28.66,69.63,0
2025-01-01 01:19:00,88.92,43,100.0,78.6,79.56,476.44,26.68,41.72,1
2025-01-01 01:20:00,61.29,55,97.26,35.45,38.97,436.13,25.6,70.44,0
2025-01-01 01:21:00,77.39,55,96.73,67.35,67.65,352.51,30.2,43.71,0
2025-01-01 01:22:00,81.14,46,99.0,52.37,58.29,400.24,21.01,88.88,0
2025-01-01 01:23:00,66.62,43,97.89,72.92,76.15,425.82,28.77,75.09,0
2025-01-01 01:24:00,76.45,42,96.69,70.04,75.25,364.86,29.72,47.02,0
2025-01-01 01:25:00,86.68,65,97.64,78.17,79.23,448.53,29.74,69.0,1
2025-01-01 01:26:00,74.76,51,98.74,72.69,82.77,348.09,23.85,86.58,0
2025-01-01 01:27:00,66.11,38,96.53,44.12,47.13,387.47,29.76,76.17,0
2025-01-01 01:28:00,45.84,60,92.96,39.59,40.81,380.72,24.72,21.24,0
2025-01-01 01:29:00,65.28,47,98.08,40.56,42.68,306.96,25.34,78.66,0
2025-01-01 01:30:00,69.09,62,97.74,46.02,47.47,385.98,28.77,24.08,0
2025-01-01 01:31:00,69.84,46,97.25,82.27,86.38,395.72,23.64,73.28,1
2025-01-01 01:32:00,65.4,46,97.53,45.96,51.38,423.89,25.8,66.93,0
2025-01-01 01:33:00,78.77,45,97.89,58.45,66.72,498.44,29.7,50.43,0
2025-01-01 01:34:00,69.25,53,99.87,71.53,81.23,387.07,30.09,30.2,0
2025-01-01 01:35:00,73.91,64,95.54,48.5,62.12,385.82,30.68,24.21,0
2025-01-01 01:36:00,81.79,40,98.19,66.75,69.08,353.66,30.29,31.58,0
2025-01-01 01:37:00,66.45,49,97.52,54.56,56.27,375.73,26.57,88.23,0
2025-01-01 01:38:00,72.0,62,99.49,56.0,57.17,397.19,29.12,24.31,0
2025-01-01 01:39:00,96.58,59,95.37,12.57,15.86,364.53,23.33,47.6,0
2025-01-01 01:40:00,83.74,58,99.31,36.61,39.67,336.38,31.45,24.6,0
2025-01-01 01:41:00,62.06,52,97.07,60.14,65.39,501.21,22.64,41.64,0
2025-01-01 01:42:00,74.2,51,96.09,72.29,85.39,405.99,32.94,48.68,0
2025-01-01 01:43:00,80.64,49,98.09,59.2,64.86,446.33,21.94,38.23,0
2025-01-01 01:44:00,87.33,52,94.34,88.66,92.26,383.01,26.25,44.29,1
2025-01-01 01:45:00,76.49,37,98.18,108.54,118.49,348.67,29.95,89.68,1
2025-01-01 01:46:00,69.69,57,97.56,40.86,52.72,371.77,26.71,54.62,0
2025-01-01 01:47:00,67.69,60,96.11,35.64,43.96,392.26,25.64,89.32,0
2025-01-01 01:48:00,81.45,40,97.15,34.83,39.08,445.99,29.03,52.54,0
2025-01-01 01:49:00,78.13,47,98.74,49.68,53.72,424.71,27.28,30.88,0
2025-01-01 01:50:00,69.83,42,98.75,86.67,97.32,483.51,24.31,67.52,1
2025-01-01 01:51:00,73.11,61,96.34,22.81,31.34,419.81,31.17,81.04,0
2025-01-01 01:52:00,70.84,47,98.42,64.75,66.96,445.74,21.38,76.93,0
2025-01-01 01:53:00,82.25,45,99.81,84.51,89.64,449.25,28.74,58.56,1
2025-01-01 01:54:00,68.1,41,96.58,83.6,90.93,454.91,21.41,40.3,1
2025-01-01 01:55:00,79.86,46,96.63,74.5,82.62,448.35,27.15,88.19,0
2025-01-01 01:56:00,83.52,41,97.29,27.15,37.24,448.6,29.61,21.69,0
2025-01-01 01:57:00,79.86,43,93.83,59.38,62.02,464.17,30.71,70.47,0
2025-01-01 01:58:00,66.66,48,95.17,54.08,61.05,344.11,23.4,59.74,0
2025-01-01 01:59:00,88.45,50,96.62,94.7,100.38,392.01,30.84,64.35,1
2025-01-01 02:00:00,68.22,46,95.62,15.84,20.06,390.63,30.14,46.63,0
2025-01-01 02:01:00,79.26,72,93.99,71.47,84.68,347.37,31.21,46.05,0
2025-01-01 02:02:00,67.47,43,97.45,62.3,63.78,360.32,25.15,78.59,0
2025-01-01 02:03:00,57.56,55,97.36,75.74,77.36,395.22,28.71,41.92,1
2025-01-01 02:04:00,77.26,47,95.39,72.92,79.59,450.08,25.61,42.39,0
2025-01-01 02:05:00,77.87,49,96.86,32.29,44.46,433.99,26.21,62.81,0
2025-01-01 02:06:00,74.23,45,95.29,68.89,70.95,475.33,22.34,25.59,0
2025-01-01 02:07:00,77.76,45,96.91,41.82,48.31,364.57,31.38,39.44,0
2025-01-01 02:08:00,68.52,47,94.74,42.11,45.02,402.93,29.04,47.21,0
2025-01-01 02:09:00,67.63,46,98.18,59.55,61.14,341.25,26.24,48.76,0
2025-01-01 02:10:00,73.32,44,95.52,78.08,85.09,346.47,22.29,22.2,1
2025-01-01 02:11:00,94.09,47,95.23,48.6,50.6,354.15,26.46,83.73,0
2025-01-01 02:12:00,83.15,53,98.13,72.19,81.15,467.74,28.22,84.51,0
2025-01-01 02:13:00,69.8,48,95.61,60.53,63.18,462.0,22.11,43.73,0
2025-01-01 02:14:00,80.59,50,97.85,71.01,79.05,379.87,23.69,24.39,0
2025-01-01 02:15:00,70.22,45,98.43,45.9,49.69,423.84,25.16,83.6,0
2025-01-01 02:16:00,70.43,46,97.09,76.72,78.6,337.69,23.02,39.53,1
2025-01-01 02:17:00,83.59,49,98.98,68.45,71.76,381.92,31.6,66.04,0
2025-01-01 02:18:00,69.75,40,93.24,73.84,79.83,391.49,27.56,67.13,0
2025-01-01 02:19:00,58.24,46,97.72,30.11,38.04,372.02,27.06,87.34,0
2025-01-01 02:20:00,65.94,46,99.28,67.91,82.34,370.72,28.22,57.68,0
2025-01-01 02:21:00,75.88,40,98.03,56.71,64.75,434.06,31.77,41.58,0
2025-01-01 02:22:00,76.28,42,95.93,36.52,41.38,428.68,29.71,86.45,0
2025-01-01 02:23:00,87.42,49,97.93,88.14,93.46,487.57,24.5,79.9,1
2025-01-01 02:24:00,67.84,44,97.71,67.38,82.42,403.31,29.21,78.84,0
2025-01-01 02:25:00,82.31,54,99.1,63.0,68.78,406.08,23.72,32.33,0
2025-01-01 02:26:00,79.26,54,96.63,84.38,88.04,444.1,28.03,76.73,1
2025-01-01 02:27:00,73.51,36,97.35,56.45,59.91,395.24,26.52,82.51,0
2025-01-01 02:28:00,83.36,49,98.42,49.37,55.41,391.72,30.09,25.8,0
2025-01-01 02:29:00,79.92,44,93.99,72.85,81.14,394.6,26.35,48.74,0
2025-01-01 02:30:00,66.38,53,97.61,26.18,30.85,440.72,25.07,74.98,0
2025-01-01 02:31:00,85.72,56,97.24,61.0,61.65,356.99,21.73,26.03,0
2025-01-01 02:32:00,62.79,57,97.78,78.69,82.68,376.16,25.45,57.84,1
2025-01-01 02:33:00,75.6,48,95.85,63.1,63.11,395.9,28.84,43.12,0
2025-01-01 02:34:00,75.02,58,95.23,18.44,22.04,371.44,23.61,24.49,0
2025-01-01 02:35:00,79.25,51,97.12,54.29,66.14,425.75,24.83,26.41,0
2025-01-01 02:36:00,67.75,42,98.61,66.64,69.85,342.05,25.29,35.19,0
2025-01-01 02:37:00,74.65,46,94.24,57.6,58.88,430.85,28.69,34.02,0
2025-01-01 02:38:00,73.59,54,98.53,41.42,44.61,355.96,24.96,80.14,0
2025-01-01 02:39:00,84.97,43,97.06,10.25,14.8,377.9,28.99,39.22,0
2025-01-01 02:40:00,67.04,49,95.12,68.98,69.91,406.52,25.67,66.02,0
2025-01-01 02:41:00,75.73,53,96.21,57.4,59.79,453.8,26.92,62.04,0
2025-01-01 02:42:00,72.39,47,97.59,39.86,41.38,335.18,27.29,84.18,0
2025-01-01 02:43:00,62.02,60,96.03,85.32,91.17,369.55,28.14,68.74,1
2025-01-01 02:44:00,101.76,57,97.5,47.49,52.26,373.3,27.44,74.56,0
2025-01-01 02:45:00,74.29,67,96.05,42.19,42.55,388.38,25.67,87.23,0
2025-01-01 02:46:00,60.13,60,99.47,61.95,62.34,385.59,26.3,48.24,0
2025-01-01 02:47:00,89.09,45,98.41,27.53,31.87,413.57,28.99,89.91,0
2025-01-01 02:48:00,64.29,53,96.69,53.08,55.17,367.43,26.43,83.95,0
2025-01-01 02:49:00,78.71,39,97.86,66.74,75.98,394.0,28.02,30.07,0
2025-01-01 02:50:00,83.63,61,98.88,45.34,49.17,472.75,26.91,32.53,0
2025-01-01 02:51:00,68.52,51,95.93,53.04,71.43,358.74,19.91,26.18,0
2025-01-01 02:52:00,70.69,56,96.44,68.62,74.23,417.77,34.74,77.75,0
2025-01-01 02:53:00,69.6,44,94.76,67.8,71.83,394.64,36.14,63.8,0
2025-01-01 02:54:00,73.71,59,96.65,47.0,48.49,411.16,30.25,47.2,0
2025-01-01 02:55:00,58.78,57,97.99,67.39,72.21,371.25,28.14,26.24,0
2025-01-01 02:56:00,62.64,58,98.32,55.2,61.74,371.82,22.02,54.13,0
2025-01-01 02:57:00,73.59,58,96.72,65.31,69.93,398.83,26.41,40.65,0
2025-01-01 02:58:00,85.39,49,97.21,67.74,71.41,399.35,30.69,49.29,0
2025-01-01 02:59:00,81.32,63,96.63,34.35,39.12,472.8,21.7,49.97,0
2025-01-01 03:00:00,92.29,43,96.85,0.45,10.7,356.41,29.6,54.45,0
2025-01-01 03:01:00,81.94,40,98.1,41.79,48.81,363.99,28.76,24.55,0
2025-01-01 03:02:00,69.89,50,98.37,70.31,75.69,416.92,26.92,51.61,0
2025-01-01 03:03:00,73.77,62,98.86,40.03,52.14,475.27,29.52,50.56,0
2025-01-01 03:04:00,54.7,47,97.91,75.29,86.61,400.5,24.29,82.92,1
2025-01-01 03:05:00,65.39,47,97.87,14.52,22.5,353.58,27.77,68.31,0
2025-01-01 03:06:00,64.8,60,99.27,61.64,75.13,405.07,31.26,82.83,0
2025-01-01 03:07:00,77.71,39,98.37,33.97,35.98,414.81,28.4,44.74,0
2025-01-01 03:08:00,81.48,59,99.1,53.46,65.38,366.76,22.91,52.77,0
2025-01-01 03:09:00,69.4,43,97.66,9.57,17.93,386.3,32.38,80.95,0
2025-01-01 03:10:00,69.11,57,97.31,63.35,69.02,431.69,25.74,89.35,0
2025-01-01 03:11:00,59.53,59,98.26,40.46,47.6,382.9,30.56,73.22,0
2025-01-01 03:12:00,73.72,57,95.76,57.29,70.42,359.53,25.61,81.77,0
2025-01-01 03:13:00,77.48,67,99.62,57.3,62.33,366.28,28.92,44.01,0
2025-01-01 03:14:00,79.46,45,97.37,37.94,51.54,342.84,27.9,41.95,0
2025-01-01 03:15:00,67.17,43,96.41,99.91,106.13,471.89,30.14,85.97,1
2025-01-01 03:16:00,94.88,65,97.68,93.0,93.84,384.16,25.87,20.25,1
2025-01-01 03:17:00,86.95,54,95.97,69.97,74.37,391.21,24.58,21.89,0
2025-01-01 03:18:00,74.05,53,97.38,50.22,52.03,321.19,26.56,50.31,0
2025-01-01 03:19:00,69.73,51,95.76,59.33,63.02,304.4,30.14,77.31,0
2025-01-01 03:20:00,71.78,47,97.12,55.36,55.37,428.2,25.68,55.71,0
2025-01-01 03:21:00,76.51,68,95.58,64.72,71.74,416.51,22.79,83.21,0
2025-01-01 03:22:00,74.81,61,92.61,46.51,53.77,402.55,27.24,58.45,0
2025-01-01 03:23:00,79.84,56,98.99,67.5,70.01,481.04,26.07,64.16,0
2025-01-01 03:24:00,82.69,51,94.75,74.15,78.7,462.25,29.67,31.18,0
2025-01-01 03:25:00,88.66,40,100.0,43.98,50.09,450.5,28.97,86.04,0
2025-01-01 03:26:00,86.47,38,95.0,63.04,73.96,359.16,25.52,60.01,0
2025-01-01 03:27:00,73.9,42,96.39,43.54,57.43,430.09,24.69,83.13,0
2025-01-01 03:28:00,78.88,54,96.6,8.15,24.44,414.27,26.19,38.64,0
2025-01-01 03:29:00,71.13,55,97.81,79.72,87.14,361.3,27.2,87.86,1
2025-01-01 03:30:00,69.13,46,97.02,64.06,69.71,475.3,25.54,23.7,0
2025-01-01 03:31:00,94.11,46,99.04,58.77,70.81,449.2,28.93,25.68,0
2025-01-01 03:32:00,70.4,46,98.01,72.51,75.76,430.14,23.91,86.44,0
2025-01-01 03:33:00,94.91,42,95.97,34.82,52.86,395.59,27.29,88.04,0
2025-01-01 03:34:00,71.51,45,98.14,59.8,61.18,450.83,30.07,87.11,0
2025-01-01 03:35:00,77.53,42,96.51,58.2,58.76,379.28,26.52,60.52,0
2025-01-01 03:36:00,85.89,55,98.24,67.72,72.02,422.97,29.04,65.57,0
2025-01-01 03:37:00,75.24,55,98.74,70.33,73.01,412.82,26.48,74.98,0
2025-01-01 03:38:00,78.93,64,96.78,57.57,58.11,339.06,20.18,49.14,0
2025-01-01 03:39:00,72.59,51,96.53,77.63,93.25,278.98,26.41,85.12,1
2025-01-01 03:40:00,70.24,47,94.88,40.57,47.43,337.03,24.79,55.36,0
2025-01-01 03:41:00,73.34,54,94.95,32.27,34.68,431.34,26.94,37.66,0
2025-01-01 03:42:00,68.5,44,97.24,54.93,69.34,375.82,25.68,38.58,0
2025-01-01 03:43:00,91.31,33,94.65,55.17,57.84,487.42,26.08,54.0,0
2025-01-01 03:44:00,73.32,44,98.18,30.88,36.4,458.23,28.86,30.39,0
2025-01-01 03:45:00,92.23,33,96.84,85.98,91.29,435.73,25.51,74.88,1
2025-01-01 03:46:00,48.15,54,98.59,33.53,42.07,432.45,24.5,89.33,0
2025-01-01 03:47:00,75.18,49,97.06,59.56,69.43,480.56,22.57,43.19,0
2025-01-01 03:48:00,80.62,43,96.92,62.06,72.8,463.96,27.68,69.7,0
2025-01-01 03:49:00,72.06,42,97.96,96.87,104.77,526.87,26.25,38.88,1
2025-01-01 03:50:00,85.95,54,98.25,50.1,52.77,464.95,22.33,64.56,0
2025-01-01 03:51:00,81.4,51,98.74,69.14,73.88,410.94,27.97,54.7,0
2025-01-01 03:52:00,72.25,48,99.28,50.07,53.62,385.03,24.2,89.48,0
2025-01-01 03:53:00,79.35,31,97.07,44.08,63.43,362.72,16.47,30.67,0
2025-01-01 03:54:00,103.12,51,97.61,64.97,66.66,465.08,31.69,49.79,0
2025-01-01 03:55:00,77.52,46,96.57,57.04,63.35,320.73,18.19,20.09,0
2025-01-01 03:56:00,78.0,55,94.56,64.13,72.33,405.93,25.01,71.78,0
2025-01-01 03:57:00,70.6,39,98.15,30.57,36.65,386.01,23.57,77.04,0
2025-01-01 03:58:00,76.33,46,94.69,70.29,84.7,418.91,31.95,66.74,0
2025-01-01 03:59:00,62.11,41,98.15,70.39,75.11,380.1,29.31,66.37,0
2025-01-01 04:00:00,73.02,49,94.81,44.82,45.51,414.83,25.4,64.78,0
2025-01-01 04:01:00,99.58,44,96.08,62.65,74.28,382.91,26.94,85.81,0
2025-01-01 04:02:00,85.67,56,97.58,64.74,70.47,399.18,29.34,83.3,0
2025-01-01 04:03:00,81.41,42,95.83,58.36,62.95,357.8,28.31,39.89,0
2025-01-01 04:04:00,86.04,47,95.38,64.8,72.74,379.5,26.64,65.97,0
2025-01-01 04:05:00,93.82,37,99.74,70.58,78.02,330.75,23.25,60.99,0
2025-01-01 04:06:00,80.94,58,95.64,56.26,66.8,381.62,29.83,25.45,0
2025-01-01 04:07:00,95.71,58,96.18,65.81,82.49,385.6,29.06,48.7,0
2025-01-01 04:08:00,85.7,55,94.77,42.81,50.87,413.3,23.36,86.43,0
2025-01-01 04:09:00,76.67,48,96.15,64.95,74.07,471.9,24.64,57.31,0
2025-01-01 04:10:00,92.19,45,97.33,91.17,95.44,481.8,24.18,86.97,1
2025-01-01 04:11:00,51.41,38,96.79,75.83,78.05,438.07,26.26,49.74,1
2025-01-01 04:12:00,69.29,45,95.29,7.97,19.14,436.08,26.87,23.63,0
2025-01-01 04:13:00,77.66,52,95.6,18.81,23.61,456.42,25.83,32.63,0
2025-01-01 04:14:00,65.88,62,97.0,45.86,48.46,274.45,29.76,71.16,0
2025-01-01 04:15:00,73.44,42,95.21,65.52,75.71,455.5,28.24,53.36,0
2025-01-01 04:16:00,68.61,47,98.76,47.65,54.7,406.29,27.43,25.68,0
2025-01-01 04:17:00,68.46,50,95.32,59.0,60.35,455.45,29.75,61.75,0
2025-01-01 04:18:00,102.12,53,96.44,65.0,74.29,440.33,32.3,27.27,0
2025-01-01 04:19:00,81.27,43,96.62,41.57,49.41,456.24,32.21,59.58,0
2025-01-01 04:20:00,74.46,48,97.2,50.68,58.98,424.92,29.85,28.52,0
2025-01-01 04:21:00,88.15,55,96.41,61.63,68.23,368.55,30.26,81.23,0
2025-01-01 04:22:00,72.63,48,95.83,45.89,49.1,415.01,27.02,26.9,0
2025-01-01 04:23:00,83.85,55,97.43,63.51,73.85,476.81,26.35,61.27,0
2025-01-01 04:24:00,78.51,40,96.87,44.18,45.75,389.24,25.16,50.21,0
2025-01-01 04:25:00,91.27,37,95.99,39.73,47.96,501.95,27.89,89.49,0
2025-01-01 04:26:00,60.8,43,98.24,45.25,54.09,403.27,31.1,34.31,0
2025-01-01 04:27:00,82.66,48,98.04,20.55,30.67,487.55,27.63,89.07,0
2025-01-01 04:28:00,76.22,43,96.47,40.4,45.03,437.14,31.93,34.12,0
2025-01-01 04:29:00,63.43,51,96.94,80.13,89.24,375.51,30.92,80.1,1
2025-01-01 04:30:00,85.65,61,96.73,23.15,32.3,465.08,28.48,43.38,0
2025-01-01 04:31:00,66.28,41,96.52,61.93,72.34,328.61,27.76,69.92,0
2025-01-01 04:32:00,91.19,51,96.32,69.1,72.73,403.96,22.4,33.3,0
2025-01-01 04:33:00,80.13,44,99.27,19.37,24.51,451.78,31.48,89.2,0
2025-01-01 04:34:00,81.95,51,97.98,56.37,61.03,364.75,24.06,43.99,0
2025-01-01 04:35:00,75.8,47,98.05,57.7,63.75,350.66,27.76,68.76,0
2025-01-01 04:36:00,84.05,49,95.02,61.23,62.5,433.7,25.45,44.67,0
2025-01-01 04:37:00,56.34,58,97.43,22.05,28.84,419.25,23.9,65.52,0
2025-01-01 04:38:00,75.75,55,96.69,69.59,78.64,395.54,22.1,36.21,0
2025-01-01 04:39:00,68.72,52,95.98,82.37,92.95,467.75,25.43,39.93,1
2025-01-01 04:40:00,77.83,46,99.0,79.48,84.35,491.71,31.66,33.6,1
2025-01-01 04:41:00,74.53,54,95.67,44.88,52.54,403.77,28.52,27.8,0
2025-01-01 04:42:00,81.17,43,95.14,87.05,91.91,423.93,28.75,87.93,1
2025-01-01 04:43:00,66.62,57,96.1,48.75,55.63,394.59,28.09,60.29,0
2025-01-01 04:44:00,93.39,45,96.43,76.87,78.46,421.58,24.4,34.12,1
2025-01-01 04:45:00,98.16,56,96.62,55.43,56.0,390.96,26.74,68.78,0
2025-01-01 04:46:00,72.92,38,97.25,47.05,50.83,422.67,21.22,88.06,0
2025-01-01 04:47:00,74.85,48,97.26,33.12,42.59,329.56,26.37,60.71,0
2025-01-01 04:48:00,77.88,51,97.98,47.18,52.45,344.46,29.59,23.36,0
2025-01-01 04:49:00,87.64,43,96.75,20.49,23.36,489.33,31.59,84.61,0
2025-01-01 04:50:00,93.97,55,96.75,31.96,40.79,377.27,32.32,71.68,0
2025-01-01 04:51:00,62.94,56,96.59,59.96,68.69,425.61,29.83,39.71,0
2025-01-01 04:52:00,68.85,50,95.09,20.71,30.2,463.46,29.12,31.05,0
2025-01-01 04:53:00,64.38,46,95.75,71.82,72.8,367.82,29.33,85.04,0
2025-01-01 04:54:00,63.87,55,96.01,49.89,51.75,432.72,29.27,49.98,0
2025-01-01 04:55:00,58.61,55,95.61,44.25,47.58,371.93,26.46,77.05,0
2025-01-01 04:56:00,78.63,51,99.81,100.94,113.22,369.17,29.59,26.04,1
2025-01-01 04:57:00,63.41,65,96.07,61.39,68.27,276.14,27.33,89.76,0
2025-01-01 04:58:00,90.03,56,99.71,16.42,29.28,368.3,33.88,34.22,0
2025-01-01 04:59:00,84.08,46,97.54,62.76,68.04,371.88,30.11,27.89,0
2025-01-01 05:00:00,64.7,53,94.26,74.04,80.76,394.28,31.13,63.36,0
2025-01-01 05:01:00,64.7,50,99.03,52.09,61.11,392.81,27.72,88.72,0
2025-01-01 05:02:00,68.88,51,97.98,57.56,66.56,378.99,31.78,57.25,0
2025-01-01 05:03:00,89.0,50,96.87,51.7,64.81,378.99,31.56,47.69,0
2025-01-01 05:04:00,66.5,50,98.33,49.94,52.87,354.34,22.35,80.16,0
2025-01-01 05:05:00,60.06,45,95.72,30.83,31.14,412.35,27.84,36.08,0
2025-01-01 05:06:00,74.51,44,96.07,46.03,50.08,407.33,24.55,62.58,0
2025-01-01 05:07:00,78.73,44,99.03,85.74,89.77,458.42,27.19,30.95,1
2025-01-01 05:08:00,68.43,55,99.88,59.65,69.66,487.42,24.62,84.76,0
