timestamp,heart_rate,steps,spo2,pm25,pm10,co2,temp,humidity,risk
2025-01-01 00:52:00,71.24,52,96.28,25.92,36.56,366.01,28.67,73.06,0
2025-01-01 00:53:00,74.26,37,95.94,76.13,76.56,359.05,29.45,74.83,1
2025-01-01 00:54:00,79.33,42,99.35,64.46,71.42,293.22,31.31,55.06,0
2025-01-01 00:55:00,87.78,52,92.98,37.58,37.66,383.37,33.63,81.11,0
2025-01-01 00:56:00,68.65,58,97.14,11.9,22.3,370.44,26.91,30.06,0
2025-01-01 00:57:00,80.08,49,95.47,9.51,18.2,386.33,28.58,61.49,0
2025-01-01 00:58:00,77.16,52,97.66,26.99,31.7,477.4,28.37,85.01,0
2025-01-01 00:59:00,56.41,62,97.95,82.05,83.86,409.34,31.58,20.63,1
2025-01-01 01:00:00,70.81,50,93.38,51.17,54.7,371.79,30.49,67.18,0
2025-01-01 01:01:00,73.68,44,97.31,64.49,68.91,284.93,28.52,69.64,0
2025-01-01 01:02:00,74.6,53,99.55,9.31,20.12,390.64,28.89,50.37,0
2025-01-01 01:03:00,78.26,35,100.0,21.43,37.56,478.65,25.42,65.84,0
2025-01-01 01:04:00,54.6,42,97.6,8.06,24.81,415.89,29.3,71.24,0
2025-01-01 01:05:00,75.46,46,93.65,60.87,60.95,401.84,28.71,59.07,0
2025-01-01 01:06:00,68.22,37,100.0,76.53,80.54,408.03,29.44,38.02,1
2025-01-01 01:07:00,60.61,47,95.13,27.44,33.49,444.71,29.11,56.6,0
2025-01-01 01:08:00,80.24,47,97.83,47.56,55.47,367.05,28.39,37.33,0
2025-01-01 01:09:00,82.35,49,98.16,64.88,69.41,315.76,30.81,74.23,0
2025-01-01 01:10:00,68.47,46,97.39,49.33,53.22,423.77,26.73,56.88,0
2025-01-01 01:11:00,83.42,51,98.51,70.45,79.52,420.63,24.19,55.81,0
2025-01-01 01:12:00,71.18,51,97.97,67.74,68.8,418.88,30.32,61.48,0
2025-01-01 01:13:00,75.66,44,97.53,47.57,58.7,376.55,26.73,76.02,0
2025-01-01 01:14:00,64.01,43,96.37,71.72,77.8,249.82,26.02,72.39,0
2025-01-01 01:15:00,90.84,62,96.72,44.19,57.7,353.48,25.23,64.18,0
2025-01-01 01:16:00,48.41,44,95.84,65.69,76.59,432.89,28.14,49.28,0
2025-01-01 01:17:00,74.09,45,94.65,36.92,40.76,414.87,28.65,36.69,0
2025-01-01 01:18:00,81.95,39,99.04,26.04,39.17,361.88,30.17,75.78,0
2025-01-01 01:19:00,54.67,59,96.41,29.51,32.87,441.72,30.48,68.56,0
2025-01-01 01:20:00,73.11,49,98.64,33.89,38.81,428.69,32.79,34.31,0
2025-01-01 01:21:00,74.23,45,96.17,52.65,55.16,383.17,27.86,57.21,0
2025-01-01 01:22:00,83.25,37,94.23,44.33,53.3,392.59,27.53,84.91,0
2025-01-01 01:23:00,87.48,55,98.38,69.91,73.09,379.5,29.24,49.68,0
2025-01-01 01:24:00,70.96,56,97.73,17.64,18.75,371.52,31.48,67.98,0
2025-01-01 01:25:00,61.15,52,96.11,28.05,28.42,395.84,27.33,23.9,0
2025-01-01 01:26:00,88.67,50,100.0,16.57,19.54,279.6,28.31,66.95,0
2025-01-01 01:27:00,87.18,49,97.7,81.65,90.7,330.25,31.3,66.84,1
2025-01-01 01:28:00,70.38,54,97.6,58.02,67.99,475.95,26.09,86.4,0
2025-01-01 01:29:00,78.51,56,96.42,36.12,43.72,326.45,31.53,25.37,0
2025-01-01 01:30:00,78.82,49,95.24,28.81,35.69,413.66,27.03,79.49,0
2025-01-01 01:31:00,80.66,49,96.8,61.59,70.35,487.58,27.48,73.23,0
2025-01-01 01:32:00,77.04,54,98.15,51.65,62.5,444.68,28.79,20.3,0
2025-01-01 01:33:00,89.07,50,99.06,45.81,52.68,386.97,26.33,40.86,0
2025-01-01 01:34:00,57.62,56,96.12,42.06,43.62,328.61,26.81,69.82,0
2025-01-01 01:35:00,85.41,55,97.53,65.29,66.44,473.29,28.79,67.28,0
2025-01-01 01:36:00,78.8,52,96.98,47.4,52.46,456.31,23.86,70.86,0
2025-01-01 01:37:00,72.83,64,97.92,31.41,36.22,291.73,28.21,24.8,0
2025-01-01 01:38:00,86.74,52,97.31,54.61,60.32,389.98,30.23,20.61,0
2025-01-01 01:39:00,51.56,45,98.44,48.46,55.05,414.28,26.88,43.85,0
2025-01-01 01:40:00,86.62,52,95.3,4.76,9.14,402.07,27.97,71.82,0
2025-01-01 01:41:00,78.86,60,98.62,58.15,66.44,386.62,25.96,30.41,0
2025-01-01 01:42:00,63.67,44,99.41,23.99,29.1,441.55,26.6,76.68,0
2025-01-01 01:43:00,79.33,52,98.14,60.81,73.12,434.46,30.87,27.33,0
2025-01-01 01:44:00,71.96,47,97.5,54.11,63.2,380.93,30.09,53.72,0
2025-01-01 01:45:00,100.85,71,97.15,33.11,40.1,309.4,28.77,26.34,0
2025-01-01 01:46:00,93.35,56,98.71,48.04,58.45,482.69,28.85,52.03,0
2025-01-01 01:47:00,79.41,49,97.56,81.17,91.6,421.31,28.24,50.67,1
2025-01-01 01:48:00,67.81,54,98.79,49.07,63.52,392.41,28.87,55.41,0
2025-01-01 01:49:00,69.17,44,96.69,49.91,57.25,442.38,28.31,56.27,0
2025-01-01 01:50:00,71.75,48,96.89,32.45,38.13,358.12,29.92,89.29,0
2025-01-01 01:51:00,69.4,42,96.16,55.0,59.56,345.68,31.17,44.34,0
2025-01-01 01:52:00,65.98,52,97.6,12.28,13.06,352.65,29.18,46.58,0
2025-01-01 01:53:00,69.09,48,98.25,30.16,33.67,428.99,27.24,37.57,0
2025-01-01 01:54:00,72.24,58,95.96,75.79,80.64,390.79,27.24,58.01,1
2025-01-01 01:55:00,69.83,50,98.24,68.44,69.27,324.37,25.44,24.18,0
2025-01-01 01:56:00,68.01,47,92.54,64.63,67.35,317.62,37.29,48.17,0
2025-01-01 01:57:00,65.71,47,97.94,73.39,76.88,338.85,31.09,58.91,0
2025-01-01 01:58:00,100.5,45,98.67,36.17,42.21,402.06,29.97,42.92,0
2025-01-01 01:59:00,60.27,58,95.51,54.41,63.12,381.33,31.59,24.62,0
2025-01-01 02:00:00,64.79,58,96.81,59.22,69.88,421.82,27.13,27.89,0
2025-01-01 02:01:00,79.32,50,94.01,30.12,48.83,460.47,25.41,31.8,0
2025-01-01 02:02:00,71.76,56,99.21,50.78,53.64,458.87,22.19,38.38,0
2025-01-01 02:03:00,79.24,54,98.49,25.35,31.54,489.01,25.87,21.68,0
2025-01-01 02:04:00,82.99,49,98.09,37.27,45.37,396.8,22.97,53.39,0
2025-01-01 02:05:00,87.63,39,97.63,31.59,40.17,445.36,29.13,38.31,0
2025-01-01 02:06:00,82.52,49,98.16,18.24,19.36,423.61,24.61,60.48,0
2025-01-01 02:07:00,65.06,41,98.05,75.19,87.9,439.39,27.07,24.96,1
2025-01-01 02:08:00,86.09,55,98.08,61.22,61.68,368.2,32.14,76.72,0
2025-01-01 02:09:00,57.35,49,98.3,68.38,78.59,423.83,30.21,79.88,0
2025-01-01 02:10:00,73.86,50,97.84,60.81,66.43,295.03,17.22,88.23,0
2025-01-01 02:11:00,70.02,48,96.09,30.63,36.07,395.05,26.35,51.34,0
2025-01-01 02:12:00,64.39,54,97.24,64.11,66.9,403.81,26.37,27.55,0
2025-01-01 02:13:00,80.92,49,97.28,61.52,70.08,488.02,25.7,80.19,0
2025-01-01 02:14:00,73.17,59,95.74,31.02,38.6,477.7,24.61,27.84,0
2025-01-01 02:15:00,85.2,50,98.17,53.84,61.03,394.38,30.33,27.79,0
2025-01-01 02:16:00,60.18,55,97.18,51.14,58.58,309.87,33.25,66.11,0
2025-01-01 02:17:00,83.46,53,96.93,46.37,48.11,395.31,30.14,30.02,0
2025-01-01 02:18:00,79.98,50,99.75,14.54,15.24,388.77,29.17,89.71,0
2025-01-01 02:19:00,76.27,39,96.36,79.5,84.79,288.95,30.06,25.03,1
2025-01-01 02:20:00,60.81,63,97.54,45.45,47.74,422.5,31.27,25.35,0
2025-01-01 02:21:00,72.48,48,99.66,63.23,69.03,366.19,28.75,22.79,0
2025-01-01 02:22:00,59.53,48,97.24,74.28,81.8,404.34,31.4,76.76,0
2025-01-01 02:23:00,54.17,48,97.68,89.67,92.79,454.53,27.3,42.51,1
2025-01-01 02:24:00,107.8,43,95.44,64.76,69.01,374.81,25.21,36.07,0
2025-01-01 02:25:00,84.71,49,92.96,50.11,55.65,333.24,28.55,29.32,0
2025-01-01 02:26:00,92.93,44,95.2,75.43,89.57,358.2,24.84,44.54,1
2025-01-01 02:27:00,70.71,59,97.72,21.46,29.84,390.36,31.61,37.69,0
2025-01-01 02:28:00,81.96,58,96.75,70.97,73.7,489.1,24.89,85.03,0
2025-01-01 02:29:00,81.97,55,98.66,63.6,66.45,392.0,29.21,53.36,0
2025-01-01 02:30:00,81.02,35,98.44,45.06,53.96,363.07,29.6,24.35,0
2025-01-01 02:31:00,75.04,43,97.6,54.58,56.02,343.18,26.1,64.06,0
2025-01-01 02:32:00,72.72,55,97.41,18.88,32.9,448.67,24.27,71.4,0
2025-01-01 02:33:00,54.3,53,95.56,41.68,53.01,345.28,30.49,34.23,0
2025-01-01 02:34:00,81.1,39,93.72,56.46,64.32,393.5,29.79,35.33,0
2025-01-01 02:35:00,79.23,37,96.71,46.12,50.94,385.78,30.27,37.81,0
2025-01-01 02:36:00,86.18,45,98.04,33.82,38.67,367.6,24.59,84.01,0
2025-01-01 02:37:00,72.26,55,97.45,46.21,47.72,336.01,29.24,35.06,0
2025-01-01 02:38:00,92.42,50,97.02,59.6,70.75,384.78,29.26,66.26,0
2025-01-01 02:39:00,70.52,39,96.07,1.68,7.55,391.01,29.4,68.0,0
2025-01-01 02:40:00,62.45,40,96.31,53.02,55.54,363.54,28.47,32.29,0
2025-01-01 02:41:00,84.38,48,96.86,60.32,66.94,385.24,32.65,46.7,0
2025-01-01 02:42:00,70.32,34,95.0,47.23,48.8,377.87,28.9,34.36,0
2025-01-01 02:43:00,62.45,44,97.8,26.36,32.34,406.92,34.46,24.43,0
2025-01-01 02:44:00,76.25,58,94.13,18.84,33.59,385.94,21.81,73.09,0
2025-01-01 02:45:00,82.57,54,95.72,103.19,117.86,419.08,30.39,60.59,1
2025-01-01 02:46:00,77.41,51,97.47,30.27,43.06,429.15,27.4,70.94,0
2025-01-01 02:47:00,79.97,59,94.65,49.54,51.03,338.69,25.76,54.45,0
2025-01-01 02:48:00,116.09,57,96.51,29.71,34.86,378.49,29.23,20.99,0
2025-01-01 02:49:00,83.21,39,98.45,60.69,72.76,424.21,28.91,42.17,0
2025-01-01 02:50:00,90.32,47,97.65,32.41,36.4,416.92,33.19,32.76,0
2025-01-01 02:51:00,55.14,51,97.97,18.55,21.63,434.85,23.9,66.53,0
2025-01-01 02:52:00,78.65,48,98.79,34.58,44.67,377.94,26.5,78.25,0
2025-01-01 02:53:00,82.74,54,96.99,19.46,24.33,384.29,34.91,55.61,0
2025-01-01 02:54:00,71.36,65,98.09,48.18,64.87,445.2,28.36,48.44,0
2025-01-01 02:55:00,66.24,46,99.09,70.91,80.45,402.79,31.29,86.14,0
2025-01-01 02:56:00,78.97,57,96.59,50.96,58.37,435.12,26.18,65.67,0
2025-01-01 02:57:00,71.85,65,97.5,68.85,71.26,445.4,22.16,27.08,0
2025-01-01 02:58:00,69.06,46,97.29,64.03,68.32,421.69,26.68,62.13,0
2025-01-01 02:59:00,86.5,38,98.84,46.76,56.66,277.32,29.52,46.5,0
2025-01-01 03:00:00,88.36,55,97.32,49.18,63.49,378.61,21.05,73.12,0
2025-01-01 03:01:00,78.03,52,95.95,37.37,39.28,480.58,30.01,56.36,0
2025-01-01 03:02:00,70.46,61,96.56,43.38,53.98,365.63,30.74,65.09,0
2025-01-01 03:03:00,80.14,53,97.58,73.41,78.41,413.18,28.63,23.49,0
2025-01-01 03:04:00,83.29,53,95.04,64.74,70.29,391.85,27.51,64.72,0
2025-01-01 03:05:00,81.31,49,95.85,40.89,43.07,341.3,24.03,35.01,0
2025-01-01 03:06:00,60.47,55,96.41,83.68,88.57,509.24,26.06,82.76,1
2025-01-01 03:07:00,71.62,41,97.88,52.41,61.86,442.37,33.29,65.13,0
2025-01-01 03:08:00,78.59,55,92.31,30.13,35.59,433.37,28.93,44.6,0
2025-01-01 03:09:00,81.22,57,96.97,58.71,69.34,383.62,26.97,62.93,0
2025-01-01 03:10:00,84.61,50,94.86,73.32,86.8,452.7,28.95,87.19,0
2025-01-01 03:11:00,82.58,58,100.0,64.07,74.23,466.42,32.33,59.41,0
2025-01-01 03:12:00,63.66,55,98.06,41.59,46.45,320.37,26.99,70.66,0
2025-01-01 03:13:00,67.93,51,95.24,47.68,59.51,338.86,25.47,79.11,0
2025-01-01 03:14:00,62.79,56,96.67,80.78,85.08,350.75,26.02,33.34,1
2025-01-01 03:15:00,93.04,36,97.83,57.26,60.69,446.76,31.82,68.66,0
2025-01-01 03:16:00,76.8,42,98.95,60.41,72.43,328.81,27.15,53.64,0
2025-01-01 03:17:00,80.53,57,96.29,71.45,74.15,420.19,32.6,48.18,0
2025-01-01 03:18:00,85.33,53,97.64,32.98,35.97,366.92,22.87,29.44,0
2025-01-01 03:19:00,71.71,59,100.0,59.03,71.89,415.05,25.99,25.57,0
2025-01-01 03:20:00,63.49,48,97.47,7.08,14.34,408.09,25.62,40.03,0
2025-01-01 03:21:00,70.73,35,96.02,41.12,42.85,389.69,28.47,43.44,0
2025-01-01 03:22:00,73.52,47,97.53,81.28,87.45,442.02,30.34,54.38,1
2025-01-01 03:23:00,90.01,44,97.12,65.3,77.17,407.09,29.12,51.0,0
2025-01-01 03:24:00,83.7,41,100.0,60.72,70.04,411.95,26.93,29.37,0
2025-01-01 03:25:00,64.13,50,98.21,49.52,54.04,365.35,26.32,55.43,0
2025-01-01 03:26:00,81.64,47,94.6,83.37,88.59,352.15,29.05,69.63,1
2025-01-01 03:27:00,82.35,62,98.36,37.59,41.82,389.49,30.28,46.96,0
2025-01-01 03:28:00,64.39,43,96.88,46.9,56.76,437.13,23.44,46.64,0
2025-01-01 03:29:00,73.91,40,96.55,54.92,60.03,450.55,28.35,35.13,0
2025-01-01 03:30:00,56.5,44,97.73,82.14,91.3,410.24,24.36,62.3,1
2025-01-01 03:31:00,78.3,41,96.65,72.46,77.92,376.39,24.3,69.93,0
2025-01-01 03:32:00,71.84,47,96.41,69.91,72.71,445.86,34.52,82.14,0
2025-01-01 03:33:00,61.5,52,99.24,58.37,65.03,442.08,33.22,41.04,0
2025-01-01 03:34:00,68.02,51,95.6,44.7,46.59,418.61,26.64,80.41,0
2025-01-01 03:35:00,77.4,46,96.92,26.58,33.28,318.23,29.9,41.26,0
2025-01-01 03:36:00,69.47,47,94.28,23.15,24.95,349.46,25.73,49.28,0
2025-01-01 03:37:00,78.0,66,98.37,30.72,41.1,384.92,25.82,47.2,0
2025-01-01 03:38:00,80.53,49,97.72,44.81,52.88,465.22,32.56,81.11,0
2025-01-01 03:39:00,66.6,52,94.73,30.91,34.3,321.71,27.18,27.73,0
2025-01-01 03:40:00,71.88,63,96.71,44.72,55.41,414.92,21.1,48.25,0
2025-01-01 03:41:00,96.45,57,96.89,39.85,40.22,329.02,32.64,20.27,0
2025-01-01 03:42:00,76.21,68,97.99,21.71,23.86,470.87,28.35,80.13,0
2025-01-01 03:43:00,66.53,50,95.86,49.08,60.83,341.18,24.83,54.53,0
2025-01-01 03:44:00,75.6,52,97.24,59.61,63.98,364.66,30.46,55.35,0
2025-01-01 03:45:00,61.61,49,95.49,32.22,40.29,433.86,35.44,58.28,0
2025-01-01 03:46:00,86.33,45,97.16,39.4,46.23,491.1,29.09,69.06,0
2025-01-01 03:47:00,78.7,53,97.58,45.03,45.63,326.73,23.82,52.66,0
2025-01-01 03:48:00,85.86,55,99.57,67.98,68.7,482.58,30.13,40.89,0
2025-01-01 03:49:00,84.02,52,93.82,67.07,75.32,394.02,27.62,30.4,0
2025-01-01 03:50:00,78.9,51,100.0,70.39,73.04,357.01,32.27,41.76,0
2025-01-01 03:51:00,84.76,52,93.88,38.81,40.46,385.22,28.94,72.67,0
2025-01-01 03:52:00,76.92,47,96.14,72.76,78.3,413.21,28.83,86.33,0
2025-01-01 03:53:00,68.38,59,95.67,41.03,47.73,334.74,28.92,57.76,0
2025-01-01 03:54:00,64.76,47,94.95,28.12,28.25,436.08,29.22,59.67,0
2025-01-01 03:55:00,70.52,39,96.54,22.35,34.99,402.9,30.87,41.97,0
2025-01-01 03:56:00,49.95,60,98.58,54.72,55.44,378.93,26.98,64.78,0
2025-01-01 03:57:00,93.26,44,95.48,21.85,24.4,405.92,30.68,87.45,0
2025-01-01 03:58:00,57.86,58,96.54,54.12,60.84,367.38,26.21,43.77,0
2025-01-01 03:59:00,74.23,44,99.67,51.31,54.83,493.11,24.07,79.79,0
2025-01-01 04:00:00,61.82,49,94.22,97.55,102.4,361.76,28.01,56.78,1
2025-01-01 04:01:00,54.74,59,96.02,25.2,33.72,336.1,24.79,61.14,0
2025-01-01 04:02:00,74.18,54,98.02,50.13,59.22,307.6,21.54,43.04,0
2025-01-01 04:03:00,71.95,50,95.32,54.82,57.71,412.02,29.32,43.33,0
2025-01-01 04:04:00,73.4,51,98.04,32.1,37.02,369.94,25.22,48.88,0
2025-01-01 04:05:00,80.49,49,96.91,63.48,64.02,377.65,22.77,59.61,0
2025-01-01 04:06:00,68.82,60,96.5,78.92,91.68,393.58,23.65,57.94,1
2025-01-01 04:07:00,78.79,51,98.45,53.62,56.24,377.14,28.98,53.65,0
2025-01-01 04:08:00,80.13,50,97.98,9.82,18.7,423.83,30.84,51.52,0
2025-01-01 04:09:00,71.65,44,96.09,62.14,71.57,420.6,30.02,89.38,0
2025-01-01 04:10:00,72.16,64,97.26,64.03,68.37,355.87,23.32,43.87,0
2025-01-01 04:11:00,80.38,42,97.96,6.21,15.2,343.68,25.52,64.02,0
2025-01-01 04:12:00,75.57,49,97.15,40.56,40.57,366.35,22.91,39.23,0
2025-01-01 04:13:00,76.59,48,97.45,43.07,61.37,454.86,28.1,46.51,0
2025-01-01 04:14:00,51.26,47,95.54,36.89,41.52,465.52,30.88,89.58,0
2025-01-01 04:15:00,75.59,61,95.2,54.81,59.42,415.94,29.25,85.31,0
2025-01-01 04:16:00,78.77,39,96.03,73.85,76.27,405.08,24.28,72.0,0
2025-01-01 04:17:00,73.65,47,96.64,78.89,84.51,427.52,29.22,33.03,1
2025-01-01 04:18:00,78.36,39,99.58,48.26,60.12,384.72,29.1,21.0,0
2025-01-01 04:19:00,94.04,44,97.6,46.55,56.65,405.47,37.37,58.27,0
2025-01-01 04:20:00,75.85,45,99.58,35.14,37.01,447.79,25.62,59.39,0
2025-01-01 04:21:00,81.65,50,97.24,42.69,48.2,452.76,28.11,35.69,0
2025-01-01 04:22:00,66.5,60,97.91,26.17,44.2,427.18,25.97,26.51,0
2025-01-01 04:23:00,66.48,47,97.69,67.88,68.2,404.37,30.4,48.82,0
2025-01-01 04:24:00,70.2,32,98.46,41.7,49.75,398.32,27.79,57.35,0
2025-01-01 04:25:00,64.8,64,96.2,42.96,47.24,478.24,29.86,47.4,0
2025-01-01 04:26:00,74.92,66,95.19,38.8,49.05,346.36,29.68,21.45,0
2025-01-01 04:27:00,65.66,50,96.74,35.44,35.61,367.37,25.09,84.05,0
2025-01-01 04:28:00,73.25,49,98.44,79.7,86.41,354.81,29.79,83.12,1
2025-01-01 04:29:00,60.63,45,97.46,84.25,87.39,444.93,26.99,47.69,1
2025-01-01 04:30:00,58.48,51,95.94,51.14,57.42,289.32,27.43,68.56,0
2025-01-01 04:31:00,68.24,49,98.33,46.79,57.5,342.8,23.97,60.12,0
2025-01-01 04:32:00,64.33,44,94.29,5.5,6.04,473.13,26.41,85.53,0
2025-01-01 04:33:00,68.47,51,96.73,81.97,87.68,488.27,27.76,34.44,1
2025-01-01 04:34:00,68.88,40,96.03,69.22,70.31,391.46,32.46,45.16,0
2025-01-01 04:35:00,71.49,56,96.89,53.89,55.58,307.79,29.44,63.01,0
2025-01-01 04:36:00,85.45,62,95.74,68.69,72.34,429.52,35.53,84.39,0
2025-01-01 04:37:00,88.69,50,97.08,38.54,41.8,343.14,28.54,20.24,0
2025-01-01 04:38:00,82.25,50,94.5,7.44,17.24,375.34,28.57,51.81,0
2025-01-01 04:39:00,71.41,43,95.46,32.16,50.47,392.84,25.39,80.31,0
2025-01-01 04:40:00,89.97,58,98.02,39.13,45.06,339.11,28.02,22.22,0
2025-01-01 04:41:00,59.69,62,96.88,58.05,66.61,405.27,21.17,48.38,0
2025-01-01 04:42:00,54.77,53,98.83,75.24,76.29,425.33,26.26,85.19,1
2025-01-01 04:43:00,77.68,42,96.4,26.68,30.83,423.23,32.47,66.55,0
2025-01-01 04:44:00,74.98,58,97.26,16.78,17.44,396.77,25.35,51.85,0
2025-01-01 04:45:00,73.61,45,95.97,43.46,45.71,342.67,33.41,71.38,0
2025-01-01 04:46:00,75.33,42,96.07,84.36,92.58,390.33,26.78,83.25,1
2025-01-01 04:47:00,58.59,46,98.39,78.17,89.56,437.59,28.25,23.68,1
2025-01-01 04:48:00,63.43,57,96.79,23.87,34.61,429.85,30.09,21.74,0
2025-01-01 04:49:00,87.34,54,99.81,83.74,90.72,385.12,32.44,59.98,1
2025-01-01 04:50:00,85.28,50,94.31,65.84,69.0,367.34,27.66,55.03,0
2025-01-01 04:51:00,67.78,48,95.88,34.66,35.54,416.94,29.24,44.62,0
2025-01-01 04:52:00,94.33,51,92.9,36.13,45.24,401.51,25.73,64.14,0
2025-01-01 04:53:00,64.29,41,97.65,34.68,39.08,456.7,20.31,82.75,0
2025-01-01 04:54:00,69.29,55,98.36,28.5,28.94,384.33,25.28,86.02,0
2025-01-01 04:55:00,77.92,48,95.12,42.83,44.99,338.76,23.11,22.19,0
2025-01-01 04:56:00,63.05,49,98.01,76.89,80.32,345.58,22.91,62.53,1
2025-01-01 04:57:00,70.12,59,96.42,63.12,72.9,414.09,31.07,86.91,0
2025-01-01 04:58:00,73.27,58,93.74,24.31,32.9,435.91,33.47,78.5,0
2025-01-01 04:59:00,71.05,45,94.7,80.85,81.61,383.76,26.7,35.27,1
2025-01-01 05:00:00,83.71,45,97.01,71.96,81.01,392.35,27.35,68.21,0
2025-01-01 05:01:00,80.93,45,99.44,58.11,67.13,359.79,30.03,39.39,0
2025-01-01 05:02:00,64.01,50,96.53,74.04,89.4,377.36,23.64,72.64,0
2025-01-01 05:03:00,68.18,44,96.66,27.24,37.93,368.47,22.99,67.07,0
2025-01-01 05:04:00,76.8,54,95.53,40.72,47.29,408.47,28.87,28.17,0
2025-01-01 05:05:00,74.33,47,96.78,52.91,59.36,380.24,26.34,88.44,0
2025-01-01 05:06:00,67.12,51,96.44,52.23,61.24,453.63,25.1,35.85,0
2025-01-01 05:07:00,79.25,47,96.62,58.4,72.76,399.34,30.27,42.3,0
2025-01-01 05:08:00,83.2,41,96.25,47.82,50.62,335.72,26.77,65.87,0
